Name,Price,Category
The Girl You Left Behind (The Girl You Left Behind #1),15.79,Historical
(Un)Qualified: How God Uses Broken People to Do Big Things,54.00,Christian
Crazy Love: Overwhelmed by a Relentless God,47.72,Christian
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,Christian
Silence in the Dark (Logan Point #4),58.33,Suspense
The Grownup,35.88,Short Stories
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Novels
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,Health
"Eat Fat, Get Thin",54.07,Health
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Health
The Art and Science of Low Carbohydrate Living,52.98,Health
Libertarianism for Beginners,51.33,Politics
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Politics
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,Politics
Amid the Chaos,36.58,Cultural
Dark Notes,19.19,Erotica
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,Crime
